error,steer
-0.0040767333637655055,-0.0033115905684831465
-0.002610412811933749,0.002304953518567954
0.015939906841687446,0.06600162354540245
0.006472719935744742,-0.02490484121766914
0.006604541891736204,0.004664895990413776
0.006705267738536591,0.0046493505575181384
-0.017048012828918678,-0.0830526783672574
0.009911218078224237,0.08695570398200847
-6.270236270822238e-05,-0.030988217275276647
0.012305532841048007,0.04505504771891407
-0.006889352202178322,-0.06238211096957876
0.003237202332464406,0.03208294714884753
-0.0003833206300813075,-0.01114192677516422
0.016413543348130232,0.0610361193494254
0.016413543348130232,0.011167032872108216
-0.0037303864597694413,-0.06190579091219741
-0.009254680129716952,-0.023252779312201842
-0.015117810018254829,-0.02838782684420599
-0.00747680280916505,0.01738235788071393
-0.00273350291089951,0.011866725209870133
-0.000687458398272689,0.005416818328673307
-0.0016982921825437814,-0.0045507803203877475
0.009265214596823057,0.03831208576350307
-0.005514089418635848,-0.048220716706628655
-0.018543651142620198,-0.05211384780076856
-0.005441052645974054,0.035215585655960925
-0.005691928342610453,-0.005121614763875082
-0.0036326558906633723,0.003196836563421525
-0.008122382738858036,-0.01983950819273188
-0.005798504437617247,0.0024738415094514125
0.0006108979089415101,0.019172765818944913
0.026050211588541573,0.09441841218968738
0.014016950143635576,-0.027393822944770198
0.006110360608037091,-0.01961032210392649
0.018703958359463257,0.05026145785848915
-0.010459499678249707,-0.09250315128028315
-0.006890998311367547,0.00541133644181538
-0.023219560465734014,-0.06674412165738067
0.001904862092874282,0.07597691832326513
0.0005845138862309085,-0.004018901329823746
0.013874952152188768,0.04871047596214198
0.014356446290040025,0.011141265731637331
0.02287981745187757,0.04106277975618065
0.0205105890279631,0.006986602213960417
0.02360433633631711,0.025804823332093774
0.016200485883360115,-0.011049500393663411
0.01962522821324253,0.023605315174741556
0.025425020298536084,0.03499865259295466
0.019587748802998916,-0.00392056150913073
0.008642664752416351,-0.026764688761313285
0.00707178032430047,-1.6305761988597532e-05
0.012621603337269426,0.025055824446484173
0.01335628986610935,0.011348851408085229
0.022800588739037765,0.04303082430398854
0.022800588739037765,0.015776644189761005
0.020141132032564714,0.006162689068062968
0.01308094232636634,-0.0117053971652343
0.003433333931138627,-0.026787371113603197
0.016296040617376308,0.05079482256024554
0.014325156616024159,0.004013045118385161
0.02194069279187776,0.03849892507574626
-0.0066733766021345176,-0.09162783719818239
0.0021439720635104465,0.028041410081487795
0.01745459401709404,0.05768290951228703
0.002940110007375196,-0.04118764491299388
0.002940110007375196,0.0019465288580802378
0.020598908253205116,0.0686541989866595
0.007197476692020111,-0.03517851997028659
-0.0038872612847221434,-0.03599794170002295
0.0025426900048874045,0.021255143271083195
-0.027201704545454675,-0.1103865485231179
-0.018237401185770708,0.014095272428283758
0.03600058229813676,0.1865466517667978
-0.0714504076086957,-0.3701976576743998
-0.0587550951086957,-0.0022991972134063024
-0.03463569972826086,0.04685904570171484
-0.062393229166666585,-0.1265212555754098
-0.0493535156250001,0.004892992803777564
-0.059937499999999845,-0.07372905982772054
-0.058308293269230836,-0.036322379803853805
-0.06556490384615384,-0.06840899002088725
-0.07065610532407404,-0.06545983168637406
-0.05414036195286194,0.010304580266036027
-0.05681423611111107,-0.04826817591249674
-0.06264816810344839,-0.062310209836017025
-0.06217941810344829,-0.0427332435896002
-0.052948588709677405,-0.010193933422281247
-0.0627819430443548,-0.07388350336669801
-0.030027418870192335,0.07957096287742182
-0.03855334866431441,-0.052888347103139374
-0.056619540127841005,-0.09476923367708104
-0.04152913059163073,0.015395175398796722
-0.0296323378489328,0.015004478607140354
-0.022976190476190615,0.002601911123565094
0.021358426683262266,0.14626805986576003
0.00860456117156474,-0.033964352248432625
0.030478374094203,0.08593257151076857
0.029645905598828116,0.017398778919000567
0.028082292700652368,0.014209759298438573
0.019704009256318857,-0.012418004868215125
0.02357435533216794,0.027354660180808923
0.016178116665151166,-0.011989520860578272
0.012478815310846514,-0.0031125713763998347
0.017758805882725427,0.027919721386345124
0.017758805882725427,0.01174673176161578
-0.002274337469362742,-0.061613150122647134
0.01168630973078919,0.04909245155297704
-0.0012913726478494425,-0.04012267368347785
0.006310252365210367,0.026545657275620707
0.00814258456158612,0.010662436775055953
0.005547924542753435,-0.004486507820142131
0.00535690482051816,0.0025193602567054473
0.00950708691249158,0.018658680573356446
0.026860600045158733,0.06966710640827448
0.018348248203217742,-0.012901311245349234
0.008406031711641226,-0.025282499671775996
0.008406031711641226,0.00526995551874945
0.010974956693405247,0.01450421615233349
0.039160726070436705,0.11466525621082178
0.008134902268546185,-0.09059860907045597
0.014458515630060908,0.028450755236155964
0.02306810294188786,0.041269439399369875
0.02653072940288812,0.02839557126518957
-8.659028897763931e-05,-0.07969978564288188
0.0133664950729095,0.04894063644917762
0.005539805834614419,-0.020673623296807383
-0.003962843612139011,-0.0318187305016945
0.03600260416666643,0.14386762051982294
-0.03712165704818169,-0.24577718986936256
0.018363563758512134,0.17767980129998479
0.011420664812015247,-0.013396413152715796
0.029982314499943995,0.07581901213302158
0.013796149957705594,-0.04038241145705607
0.008420158344994988,-0.010601846849446303
0.0021709537031638247,-0.01767597247882776
-0.0005112368212785157,-0.008856269427708938
-0.0066591125114353385,-0.024156853071479176
-0.0030218574044262427,0.008337639523030169
-0.01287583624930715,-0.03880634308335529
-0.0036959060968136726,0.024373287941074025
-0.0031946183312538067,-0.001241890039156575
-0.004771479004877399,-0.008527345330804865
-0.007456318623310842,-0.01404162346987683
-0.07523352581521739,-0.2550232012174837
-0.09469232117812058,-0.1248499532926172
-0.09469232117812058,-0.066958572672887
-0.09469232117812058,-0.06702221060210971
-0.10164408748246849,-0.09265921424089664
-0.08705319640456981,-0.018251421650617716
-0.08601348286290325,-0.058013157428564215
-0.0910285848037864,-0.07958315983910942
-0.08798593879239043,-0.05349252413715597
-0.07616081169247887,-0.019162169141144693
-0.08662760416666693,-0.0933444033359036
-0.04061539938556073,0.1118399488282637
-0.05530041614971033,-0.08408984839958764
-0.06768296807359313,-0.08586394295144978
-0.017981599834246964,0.14050718639823315
0.00530987385606938,0.07235456583680924
0.00530987385606938,0.0024541180125025805
0.02078267045454556,0.059376034282294474
0.0460355876008471,0.10578348718257703
0.031151930777978797,-0.02376095603306162
0.022214500881661613,-0.012393062960770087
0.022214500881661613,0.014382926438526912
0.02860882739232089,0.03793060569192069
0.04187154549319736,0.06895009259460255
0.03731155214912789,0.011924549145103215
0.03731155214912789,0.025048131247699352
0.01325418829202274,-0.061295998770722795
0.02798367259399619,0.06221511427990663
0.04082275438101561,0.06683305241816768
0.04082275438101561,0.027587755547490923
0.0213151804152087,-0.044093194021450295
0.03577138325379092,0.06721507750547011
0.015819816450612124,-0.049266360200905045
0.00807743121822604,-0.01834855190520929
0.009161933470426042,0.008793500253988612
0.004163301850912937,-0.012912812630394498
0.03754500783529498,0.12472049161675039
0.021294203094844553,-0.03542835096379593
0.013978382251507781,-0.013551589510629042
0.018820319373569382,0.026352742817938004
0.034583622811319256,0.06900127977498793
0.02646259973619074,-0.0061951475285846914
0.03781864600459741,0.05822915695821325
0.03781864600459741,0.02570326402856608
0.011917191624511148,-0.0695613927798559
0.020237943604980123,0.03822150008756679
0.02149694093536496,0.018082332714227028
0.015100145008299749,-0.009221000079451789
0.01766475281943016,0.01931352503727107
0.01198516342074587,-0.00923921511946562
0.02034487453298244,0.03843709384158167
0.0127296168548801,-0.014549108764983262
0.018284557436147254,0.02877397859845898
-0.035104469889343196,-0.18412784049429734
0.033511043683777865,0.22117640455635104
0.04171331885026728,0.05258544855023631
0.04171331885026728,0.0285848736872711
0.028687965962932084,-0.01765180351462646
0.03278245192307701,0.03457760471210537
0.009399038461538467,-0.06580301621436895
0.034998323243114624,0.09891337064809605
0.016962139423077005,-0.04239625543740408
0.029915801790801666,0.05898681311623711
0.03222978988603984,0.028927754741354717
0.03222978988603984,0.022093749025130144
-0.03245516471674872,-0.21678339898952426
-0.029385438622617423,-0.011567949174906212
-0.04699092215256009,-0.08616405091135362
0.00018807870370380898,0.1402234854660833
0.001050866168478315,0.00276527200693372
-0.024140978036948545,-0.09252087097758789
-0.004893004733499495,0.05314608917525598
-0.008994432620431958,-0.019079294852908022
-0.008994432620431958,-0.006865837403838335
0.02597735164141408,0.12285948040486802
0.006647217774878911,-0.05326495459444722
0.006647217774878911,0.004109522722242481
0.005142574833261371,-0.0014749733616758343
0.009128436912929772,0.01818690199623177
0.010359802064765233,0.010400334524594329
0.015074332248522814,0.024029474010350094
-0.0007945025622897006,-0.04836241232362067
-0.021933892464622497,-0.07871566211600378
0.00650382528630189,0.08967845042937884
-0.012039164026057847,-0.06584839681559637
0.0021745969290337896,0.04333284714295389
-0.005820574107830901,-0.028448127856365624
-0.018927211025617296,-0.0529626278310736
-0.016420313894765216,-0.00458768368937589
-0.007259101677363234,0.021882445039098898
0.01144541884273842,0.06555269469318961
0.0008057563256812728,-0.031906230911545104
-0.00696442620732256,-0.02854098813430489
-0.02309324726666162,-0.06491182054556281
-0.030850066939401087,-0.04542872015594383
-0.019464888613307706,0.02090021618610358
-0.01609713772568888,-0.0018534507081767702
-0.016168495251302595,-0.012170120319366026
-0.011995687495508101,0.0034765014567057547
-0.009659709285923057,-0.0001927770704043966
-0.011085913595074891,-0.01271512957432877
-0.00042101630073307914,0.030850596600167816
-0.0058664797545272766,-0.021465742747450632
-0.012432802779949449,-0.028966430429583183
0.002511072788925972,0.04562391892986057
0.01078831888954177,0.0315774784858129
0.011715662055336118,0.010314733345719976
0.015550696331521684,0.021632705004921135
-0.006516077898550776,-0.07098030588585916
0.026347826086956516,0.11828463293846947
0.01343149038461533,-0.029715888752506678
0.01664730134932526,0.02061587999598833
0.020145474137931173,0.024254451216874112
0.011863659274193594,-0.015907042473879356
0.020490056818181834,0.03879741080030313
0.016413213012477713,-0.0016601014115420459
0.010366499819624763,-0.011368402541880753
0.010366499819624763,0.006709189739331147
0.06405664247718121,0.20389495180718814
0.030994997258772018,-0.08000913155765325
0.022622474747474898,-0.00895626312719804
0.014040987081497392,-0.015777833687466464
0.041844234340609,0.11147181932904973
0.03702863810870109,0.010761051111625081
0.027014458117238682,-0.011297925680651147
0.02911248111435576,0.02626487657205108
0.01488205172339967,-0.032635859006382155
0.02996799174680227,0.06695382986877439
0.030041825862291382,0.020930183062613607
0.03249639128045345,0.0298002882890805
0.07021858027430028,0.1619138248055375
0.07021858027430028,0.04895063964242063
0.002783875166722538,-0.1993350116900421
0.012905989813135399,0.03848566444848846
-0.010079765616401736,-0.07825805839190213
-0.0033039465638511345,0.01768915033745244
-0.0033039465638511345,-0.002515341551178344
-0.006733698345751904,-0.015150461671537475
0.003547521655218944,0.03393410294586419
0.0001905536525812934,-0.010116251638880979
-0.018316780354658314,-0.06878791301386498
-0.006397452079923305,0.030962284933909835
0.02967853952741244,0.12784665892739352
0.02886532365699033,0.017573761465194248
0.030965223432081856,0.027755390435323102
0.03471630139110608,0.035685961501935114
0.02789359770094464,-0.0009320944570086268
0.038362630208333394,0.0582186584788802
0.02316907051282051,-0.02937413149957541
0.009206924957483053,-0.03523127826724902
-0.029942935211489895,-0.13775539957075994
-0.0007849025974024926,0.086378369557077
-0.039414472451274385,-0.14231914678647997
-0.06634673581178152,-0.12990652483963838
-0.06361963549475255,-0.03659842962108635
-0.09445795264760778,-0.16061739834356215
-0.09445795264760778,-0.06645128052330254
-0.08585307373022869,-0.0348769628263513
-0.0990011636606809,-0.11012581445630841
-0.07024645439377064,0.03595527485854875
-0.037632921006944466,0.07329571850306121
-0.025025153882575778,0.019533395057196486
0.007877553164577477,0.10289433414956936
-0.013377639921815287,-0.0739585118238389
0.03193314656119526,0.16036973240937036
0.021653224713099384,-0.01606622647800427
0.005815729409479609,-0.04490907706560112
0.012869050796571458,0.029715856157129343
0.04188532686781592,0.11809648478942514
0.0231556863595312,-0.04006194194525799
0.01937355572231745,0.0015197351912552039
0.0406999792240164,0.09211784045529693
0.02904414887175264,-0.016280372305173114
0.043326358906722894,0.0729789712813871
0.021071746406425264,-0.05186954877593452
0.01909367733105256,0.0069232576104052
0.018446257886894912,0.010653385685188105
0.020535847149753473,0.020317046560931643
0.003361715669355547,-0.04870161466299567
0.00697849736376952,0.015362701541591101
0.0008525834430896495,-0.01800193953433532
0.0029173824541038227,0.007889165331321037
0.012850975227646088,0.03829151295174761
0.028537694412442426,0.06676619007265655
0.011169483075388165,-0.044512121683329915
0.044684575047194385,0.13401121806466984
0.03779931648342405,0.005795357722958552
0.011472212667400505,-0.07052591644141532
0.011298673490874479,0.007187965358659392
0.0018051522467283476,-0.027164425252786947
-0.0008145604876851565,-0.008555234075610714
0.007830095359421385,0.03106933904731608
0.0059287659318753684,-0.001751908791838298
0.0059287659318753684,0.003963753415792135
0.04560793067226889,0.1494431943236566
0.0017437449852589991,-0.13072920038309824
-0.012335906281218634,-0.05233160099101797
-0.025203804347826163,-0.05617992356997027
-0.03805706521739118,-0.06536841770712504
-0.03899623455499821,-0.03034422426428607
-0.03240402034559651,-0.003325886495022804
-0.027421763019589207,-0.0042348186785505105
-0.03125767005610101,-0.03360741521077207
-0.021241332458770756,0.015005800025085114
-0.016401319249649403,0.0026360622934246958
-0.04637094421101793,-0.12488747644098422
-0.01639668061518087,0.07760893280898261
-0.02205207693488944,-0.03275801135249408
0.005527600141087064,0.08509813780868324
0.024222635425572746,0.07235001853863271
0.016990065923659613,-0.010167112583685241
0.027049703294537507,0.04875829480058614
0.007872858067576871,-0.05165106152079761
0.012934925766283457,0.02386438956963623
0.008388648624675454,-0.007985263541015414
0.00787546327493267,0.0036842278849094036
0.014969157422756752,0.03129594825154705
0.018067093344803452,0.021627977549842636
0.018345354279485804,0.013406690047342549
0.028838660242801593,0.05142182422046742
0.008133793290043202,-0.05615810382140242
0.024392997918265102,0.06526375191303975
0.016534682292186888,-0.01293545339242297
0.006056988169077115,-0.027204510113029153
5.3763260407890814e-05,-0.018070326554140932
0.03056227416104367,0.11195622855130827
0.02346711996864883,-0.0055442958213304805
0.00763067199199483,-0.04224193383505142
0.018623951136968842,0.046623245897211694
0.02863773664146798,0.04975010016829849
0.033170383811008716,0.036548820476329194
0.033170383811008716,0.023127754533661726
0.033281757144570004,0.023560051763039987
0.029870101875688525,0.01032062775524193
0.031080522749640415,0.025335898692079153
0.034366863257368506,0.03412964141916841
0.024447733966397676,-0.01258135583234403
0.03052046130952384,0.039977068814011
-0.02816051136363651,-0.19423541670318092
-0.029407395813645997,-0.024347610860462325
0.013622071812596026,0.1378634136970586
0.013622071812596026,0.00954457313822181
-0.027861158498759232,-0.14315828634638406
-0.032871975806451556,-0.037979281336141854
-0.032871975806451556,-0.023064254229026325
-0.05358402937788007,-0.09920397642132239
-0.058056781840934414,-0.05410293752047142
-0.040580129542083655,0.02412439705984432
-0.05302426037084569,-0.0743535800004422
-0.06053374474789912,-0.06566535658097344
-0.060859995039682604,-0.04384555951158142
-0.0374188015018607,0.0432752802972316
-0.06682830267386297,-0.13434399927238652
-0.02896731423709582,0.09216521473916896
-0.007047421680573862,0.06236009459258522
-0.007047421680573862,-0.00530378444549799
-0.01741841629862968,-0.04366099065906885
0.0011048419362989393,0.05361961968781868
0.017815561324451324,0.06172819332842219
0.00891297043196886,-0.020606013330987393
-0.002173901629704389,-0.03504411975275824
0.015513334036668703,0.06350437041533769
0.01449114139790204,0.006657667745173269
0.01717470756572457,0.01968830938941852
-0.017579811148970847,-0.11970949825918209
0.002203031506644848,0.06017511696485295
0.001151168258101798,-0.0027600329446343893
0.001151168258101798,0.00046380860529741816
-0.008766771363218951,-0.03627529647993158
0.014034922318309384,0.07786616168742676
-0.004383408288299506,-0.05832314630873417
0.01358034355082136,0.0626407543835393
0.02096104437291437,0.036229770568915846
0.028330125002612404,0.04173810747970523
0.02175335627813535,-0.004533271103899087
0.015918103675174322,-0.006635398883429452
0.018977980595584577,0.022418321186858867
0.024900750838365404,0.0348379676622552
0.0030905870771920974,-0.06279534500735356
0.008407407304288484,0.021505397414987824
0.00662838258605074,-0.0008950556174700253
-0.0016946255744752392,-0.026971091131655956
0.00741000249608863,0.032357564674858695
0.004029712064251534,-0.007546167702852203
0.013293104921394594,0.03673147182131027
-0.020327278601332745,-0.11470474514985655
-0.0007575579573934732,0.05753873163927867
-0.014921089172555035,-0.05280760512355775
-0.017207709617674462,-0.01909632327445464
-0.023058239047137087,-0.034377721404929854
-0.01906484962406001,-0.0017322746420050193
-0.0070913441892773935,0.030558720462194076
-0.018090492265189086,-0.0456769546326422
-0.0448132130456349,-0.1120749993590961
-0.006202104181044277,0.11051421003639171
-0.009974997520514072,-0.01889592483563115
-0.016290118243243158,-0.030626011908553886
-0.01758032221946504,-0.016670330080969166
0.003227803880797708,0.0637925186598889
0.013274167749070998,0.038845862367949444
-0.004659863881649429,-0.05695804237897956
-0.0009954887175672056,0.010194619402717289
0.004875744724318132,0.020501768174317828
0.007735201771980194,0.013687321777539195
0.011387978021035573,0.01851776576278346
-0.0041372121525853345,-0.05125368006180936
0.016672760946950405,0.07318791142050533
0.010564874195166673,-0.011740285500065378
0.010184684517660969,0.005681323556349853
0.010184684517660969,0.00682095996835699
0.009724043579148934,0.005131214832744979
0.019083979111432826,0.04103338925456885
0.014555082070707215,-0.003719314205645233
0.004343681195565452,-0.027749187212932784
0.027483899477763175,0.08791089954141326
0.019984693404736475,-0.00872022163337973
0.0055224374521401385,-0.039547439047561826
0.04954500300594607,0.16515743469914035
0.04856267491754931,0.030890583283726635
0.05026463217031925,0.04027060831320931
0.050976148390685164,0.03769671261988131
0.037701108523119406,-0.013254824402775568
0.04516850840910891,0.05380170907732233
0.05305924401411577,0.060596165770633745
0.04543008196371066,0.008956228229838072
0.04284314835535667,0.022248232228927085
0.05801962982886533,0.0861058328050774
0.03173588709677411,-0.054738604629209306
-0.021671195652173837,-0.1807034251803836
-0.0821993885869567,-0.23995031805728512
-0.09092247596153857,-0.08997380346709545
-0.09959245904558411,-0.09563465526711397
